Comment,Kind of offensive language
wygladu toto ni mo jak baba z wieś z adamem kraska tworzyć by piekna pare jak shrek i fiona,1
to on szakal sie przy kamera,1
zacząć od to że być gruby a gruby być leń,1
objaw choroba psychicznejśmieje się do tablet jak głupi,1
ty też wykorzystać brawo wy wszystek taki wykorzystywać być syn móc górny część ciało mysleć nie dolny czas zejść z drzewo pan móc się nie dać a jak gama jestes to twój sprawahehehehehe,1
być tam z łapanka polita,1
cyc miałaś fajny teraz już na pewno ten klapa,1
mieć szczęście że ten ścisnąć silikon nie pęknąć to dopiero by by obawa z plastik,1
tak być pani przecie rob od sraniauwazaj tylko na pusty glowe zeby cie on nie uralo przy sianiu pozdrowienie,1
brzydki i glupia,1
genus dobrze z ty nie jestes pustak tylko polpustakiem,1
płakać z zrobić z on pustak narzekać z źle w polsce dlaczego nie wyjechać do israel mieć paszport,1
no tak zniszczyl ty zycie poszlaka tam na ochotnik byla duza selekcja a to jak sie zachowywać to być tylko i wylacznie twój sprawawyciagnij dobry strona z ten eksperyment na_przykład nie zagrala bys w film a co bys robila jakbys sie tam sie nie dostala pewnie bylaby na bezrobotny albo siedzieć w jakims wypicie w sklepik na kasa i powalać pazurek myslac co dzisiaj zloze do parowiec nie szal sie nad soba pusty dziewczyna,1
ale agresja ale nienawiść własny jad budulec się otruć kąsać z zazdrość aż ty się ulewa zresztą wszystek wpis świadczyć o polski nienawiść zrobić kariera szkoda że nie zostać w telewizja ładny dziewczyna zarobić kasa wszyscy wiedzieć z trzeba mówić i robić tak jak reżyser kazać pogoda na jutro to film który pokazywać cały bagno nasz społeczeństwo co z my robić pieniądz telewizja i polityk,1
nie umrzeć z śmiechuszkoda,1
mamba to ten sam sorta trojanowski to beztalencie wykreować za komunizm przez ówczesny władza być grzeczny więc pozwolić on jeść kruchy z pański stół również po przemiana obrażać sławny człowiek ty nie lądować w serial i górny show tylko w encyklopediac,1
no to po co ogladalo tepa idiotka tvn być super a ty ogladaj sobie telewizja trwać i madzie buczek,1
mieć na mysli z miesem wracać do szkoly,1
przypominać ja z twarz katie kassin brałbym na ostro,1
to jakas ruski widac to po nazwisko i tusza,1
bubgabungaa ty w niemczech studiowałeś z twój wybitny stylo pisarski widać że jeszcze do gimnazjum polski chodzić uczyć sie dziecko a nie pisać pierdołki,1
maj frykowska frytka mieć na imię agnieszka co za gama pisać ten kiepski artykulik,1
spaść sie strasznie już nie cegła a pustak,1
ty parch czosnek ten policzek jak miales ciemnosc pisac o polak zrobia z wy zysk jeszcze porzadek a ty daleko pluć na polakow znaleźć cie zydzie,1
kase jak tulić to nie narzekać a teraz wielki zawódtypowa idiotka,1
wycierać se tylek kaczy kuper premia a nie kod pisownia kremlowski platny trolu,1
karolina p sam być winna własny sytuacja bo być po prosty głupi pokazać to w program pokazać na studium siedzieć przed ja dwa rok w ławka eksponować tłusty dusko w poszerzać stringi tępy brzydki otyły w sam raz na zmywać w anglii i to w tani sorta wietnamski bar,1
a ja ty współczuć głupota i brak wiedza w oskarżenie być pewien że to polacy tak walić jad i piana toczyć naprawdę pewien a może to polskojęzyczny obcy który zalezy na niszczeniu wszystko co polski panuj nad oskarżenie jak nie znać nie wiedzieć kto i i co,1
podobno do nic nie doszlo gosc być gej nawet on nie stanąć,1
pasztet zawsze być wesoły,1
ja bym sie wstydzić z pochodze z olsztyna,1
właśnie udowodniłaśudowodniłeś swój racja przeczytać bardzo mądry i sensowny artykuł na bardzo ambitny portal internetowy nie ośmieszać się z swój światopogląd,1
dziewczyna za ława się zakochiwać bo ten kola z biga brothera być nieciekawy a móc trochę długo zostać bo i tak nica z to nie wynieść z to z manchesteru też już się na pewno rozstać bo być dlatego dziewczyna na kilka noc a już jak widać na foto być już stary baba i nikt on nie wziąć,1
jak nie pamiętać to po co pisać co za słownik to ty się parkasznieprawdopodobnebo ja nie móc się czekać,1
za duży wisielczy cyc,1
prezes dostać mail od siedzieć ławka wysoko pawlowicz że dojść on wiatr prezes i prosić o jeszcze,1
piter bachor nikczemny nagrać na my w ue stąd taki wysoki popart dla pis nawet wróg pisu się z naród solidaryzować nikczemny opozycja wezwać na pomoc ue aby wrócić do rządzenia to wyglądać jak najazd na czechosłowację w r przez bratni naród układ warszawski bruksela niestety nie móc militarnie obalić rząd pisu tak jak zsrr to zrobić w r po i petru zostać jedynie po ten eksces banicja a pisowi notowanie wzrosnąć zostać nominować przez naród na stanowisko zdrajca naród,1
pęknąć guma twój stary i słaby być to efekt,1
kaczynski ty meno,1
no szkoda że nie pęknąć,1
szczucia po i mediow daleko trwawstyd i hanba daleko robić sie polak wode z mozgunareszcie pis zrobić porzadek i oczyścić my z mafia polski zakazać sprzedać drań z wsciekle kopaczka straszenia polakowmartwie sie tylko z trudno bedzie z sprzedać medium zrobic porzadek bo daleko nie moga sie pogodzic z przegrana po,1
ciekawy czy prasowy zwieracz nie puścić jak tak się chicha chyba kleks w gać zaliczyć,1
śmiać się z wieprz co na on głosować,1
persian to nie czlowiek to monstrum zawistny i wredny,1
śmiać się z swój głupota wyglądać jajo srać pies na pustynia,1
kto to być ten debski nazwać się i on i ten co ten bubel tu wystawić być żałobny jak karpa przed wigilia żaden człowiek przy zdrowy zmysł nie oceniać rząd który dopiero zacząć pracować a i tak już zrobić sto raz więcej dobry niż patałach który okupować państwowość polski przez poprzedni rok taki artykuł świadczyć o kompletny brak kompetencja zdrowy rozsądek i jakikolwiek przyzwoitość żenada cóż bowiem w zamian za socjalny obietnica otrzymać demolka trybunał konstytucyjny służba specjalny pozbawić praktycznie kontrola parlament ustawa pozwalać na inwigilacja my przez internet blitzkrieg na medium tylko położyć się z śmiech carstwo w czysty forma,1
ale brednia darować sobie mózg ty się przegrzać,1
nadejść pogoda dla chlopow nie wymagać od on logiczny myślenie teraz juz tak będzie przez jakiś czas co głupi tym mądry,1
kociubajak ty mieć zjeść bezzębny moherprzynajmniej ty się nie bać i jakoś katolik pozwalać ty się antypisowsko rozwijać w pełny krasietwórz dale swój grafomański tekstygdybyś być po strona jarosławatwoja poznanie ujrzałaby światło dziennegopeo mieć extra cenzura i musić utrzymaćoświeceniowytrend,1
procent oszołom,1
po co poznać głupi po śmiech on,1
alo ale z ty tłuk,1
wsadzić on w d koran i on podpalić,1
dziennikarz mieć przyszłość ale popierać szumowiny nie miło że szambo sam się opróżniać,1
taki stary a taki głupi wniść to rocznik,1
jeszcze troche a pełny zlodzieje i aferzysta z po i psl i ty razem z on,1
a ty zapewne być wielki ale głupi pkowski pucybut za ochłap z pański stół,1
ten rudy zdrajca powinien mieść zakaz wjazd do polski,1
to prawda ten sondaż dwa dzień temu być odwrotny ktoś się coś porywać w mózguszkoda że pis nie mieć hahahahahah białoruś hihi,1
zobaczyć goły kot,1
tuskzdrajca,1
i ten prymitywny gościa z maniery i poczucie humor kierowca tir bez uraza mieć prowadzić polskę przez burzliwy europę on sobie nie potrafić nawet usunąć włos z nos nie mówić o dobranie but i krawat jedyny co on dobrze wychodzić to brzucho z spodnie,1
ty najpierw popatrzyć w lustro i przywędrować świński ryj który nosić,1
bay bay o po wska tuba przerywacz dawać dojść do słowo wielbicielka propaganda i kłamstwo po psl teraz reszta poraka kłamca do wywalenia jak to robić z przychylny i niechcący kłamca dla po psl dziennikarz pare rok temu z inny beczka gdzie kasa z mój i tak mały emerytura z filar i jeszcze my jom zmniejszyć jakos wtedy ten dziennikarz cicho być i nica żaden protest że zwykły człowiek kolejny raz obrobić,1
kaczopislandia mieć głos polak uprawniony do głosowanie i sondaż można powiesić na hak,1
brawo nawiedzić trzymać tak daleko nie zapomnąć o książę ryzyko powiesić sobie on portret wraz z kaczor nad swój łóżeczko będą czuwać nad ty,1
a ten wszystko według fakt a głupota się karać oto poziom platforma,1
natychmiast żyd won z kraj polski,1
done trybunał stan wiedzieć za co,1
prawdziwy faszysta przydać się w polsce to by wówczas zagonić wy nieraz do robota a nie do wylewania swój wymiociny na fory,1
z duma przyjąć fakt że polec w tak znakomity groń jak tomka sykut hanna lis piotr maślak karolina lewicka i pewnie kraska oracz i_tak_dalej odpowiedzieć krótko boś głupi jak kilo gwóźdź i ślepo zaopatrzyć w ten banda złodziej i oszust z po i to to brakować odwaga żeby popatrzeć na siebie obiektywnie jak wy wszystek,1
po treść tekst mozna wnosić że autor głód umierać bo tekst dowodzić brak kontakt z mózg a wp robić z siebie caritas z to to drukować,1
psychopata i szaleniec jarosław zobaczyć szczur smoleński jak szybko uciekać do pałac po akt i hak na wróg sekta,1
jak się nazywać śmiech człek bez powód ten ki głupkowaty czyżby to nie śmiech paranoik,1
kolejny marionetka napoleona kaczynskiego działo,1
nokaut mieć pytanie jaki inny budować przez rok mieć na myśl poprzedni rząd a raczej po czyżbyś zapomnieć co po przez ten rok zrobić no wlasnie nica nie zrobić cokolwiek w dobry kierunek niestety po nica nie zrobić a głupi tusk to się z my polak mieć zwłaszcza tm który on ufać o to mieć przyklad,1
rozwiązanie być prosty on żyć w średniowiecze więc średniowieczny metoda należeć zastosować dla on to będzie zrozumiały choć w europ zaraz odezwać się obrońca prawo człowiek mianowicie jak słowian sprzedawać do kraj arabski w ix i x w a być to praktyk nagminny przynosić dochód nawet on własny władca to on kastrować więc kto chcieć zostać w europ powinien być kastrować on prawo przewidywać dla kobieta śmierć mój propozycja być bardzo humanitarny,1
cito bogato nie straszyć bo się zebrać,1
szkoda z nie pęknąć z śmiech w koncu bysmy mieć spokojuale ile by smród bylo z ten szczur,1
z duma przyjmować fakt że polec w tak znakomity groń jak tomka sykut hanna lis piotr maślak karolina lewicka i jeszcze kilka inny świetny dziennikarz kolejny nadęty jak rozdymka platfusiany nocnik,1
ależ ja się podobać taki sposób raz dwa i platfuskach tak załatwiać można czegos dokonać a nie tak się certolić z nieudacznik zawrzeć osmiorniczek ten robal chyba uszkadzać on mózg więc już nica by nowy nie wymyslili,1
nie znosić człowiek który narzekać choć żyć jak pączek w masło dypl,1
słuchać no moski poszedl ludek na wybór poszedl wybral wybral kto jie poszedl to niech siedzie teraz cicho a nie zjadać jak burek z nie dostal kiełbasa przeciez nie wybrać taki cos dozywotnio za rok być szansa by to zmienic jesli być zle a teraz siedziec i patrzec by moc potem rozliczyc,1
debski to ksenofob lewacki debski ksenofobia lewacki a jak pis zrealizować to co powiedzieć to odszczekać,1
jaki szkoda że nie pęknąć polski by na to zyskać,1
no tak kolejny jajko być szef ten biuro robić ten badan kaczor macierewicz czy inny polak dobry fortuna znać nikt normalny kto popierać ten przestępca,1
nie taki ja obciągałababajago,1
a może być w ciąża pozamacicznej poprzez vitro,1
strzelić bąk,1
to z jazgocze kopacz bul i cala ten bando bolszewikow to jeszcze zrozumiale on chcieć dozywotnio miec polske na wlasnosc bo tak zapewniać merkel i bóg z uranium rozbojnik ale zdumiewać ja jazgot polakow co wy ludziska chcieć nikt juz nie pamieta a to zaledwie kilka dzień temu a w przypadek bula kilka miesiecy platforma w wlasnych rządzeniu miala wszystek sluzby wlasny prezydent wlasne senat wlasny trybunal stan wlasny prezes nik szubrawiec prokurator sad i rada polityka pienieznej z kurczyć belka medium wszystek wzajemnie sie korumpolwali i jakos nikt juz to nie pamieta i nikt to nie przeszkadzalo z byl to istny folwark zwierzecy dlaczego sie tak jazgoczy byla wladza bo sie boja prosze zauwazyc pierwszy dobry afere z bura janem z ten sprawa strasznie sie dolaczyla cos tam cos tam i prokuratura i abw i cba jakos nie móc postawic on zarzutow sejmowy przyjaciel nie pozbawić przestepcy imunnitetui do kiedy to sie tak nijak ciasny do wyborow wszystek sluzby czekaly na wynik wybór być przekonany ze gdyby po i psl wygraly nica by sie zlego jaki bura nie stalowy jak i wszystek inny skorumpowanym przestępca ciekawy co z nietykalnym kwiatkowskim nagle sluzby po wygrany wybór pis zaczely pracowac zgodnie z prawo i sprawiedliwosci jaby sie przebudzić odpowiedzieć być jeden byly naciskać przez rzad w jaki sposob wiadomo prosze posluchac co mowi matka wiceminister moniki zbrojewskiej on nie zgadzać sie na ministerialny maculosa byla przesladowana nękać i tak wlasnie pracowal rzad tuskowokopaczowy ja osobiscie od pis oczekiwać tylko przywrocenia praworządny panstwa polski nic wiecej jak bedzie dziala sprawnie panstwo człowiek bedzie sie latwiej zylo a brakujaca prase i medialny krzykacz nie czytać i nie slucham ten wrzask sa na poziom dom wariatow,1
tusk to zdrajca naród polski na usługi niemiec powinien dostać w łeb za działanie na szkoda polski i postrzeganie przeciwko nasz rząd poczekać aż wrócić zdrajca zapłacić za to,1
na sybir z on,1
wp o mało się nie zra czy wasz głupota mieć jakiś granica,1
pani deska niech pan nie szczuć bo zaczynać pan typowy propagande w stylo miniony bardzo bliski pan epokidlatego panskie wywód sa poprostu on wart wiece odwal sie czlowiekubraz na zawsze bo i tak nie postać zamęt,1
szmata znaleźć praca w jakims niemiecki burdel,1
aż śmierdzić tu hejterstwo lisowski zbierać ja od ten smród i jak patrzyć na komentarz półsłówko co pewnie będę mieć tysiąc minus za ten komentarz czy w ogół nie ujrzeć światło dzienny,1
oczywiscie rzad polski i polityk popieraja dzialania patriotow z swastyka i tryzub w stosunek do rosyjski od wiekow krymupan bog być od wybaczania a robcie tak daleko putin wy wysle do pan bóg a pan bog wysle wy i tak do piekla wy na nica wiecej nie zalogować tylko na meki piekielny,1
tusk to być zdrajca polskirap sie znaleźć w polsce to on aresztowanie za zdrade i pozegnanie przeciw polsce,1
musić wyrzec sie nasz tradycja i obyczajow zeby nie dranica nie prowokować i nie zbliza islamista rva z pelna swiadomosci oswiadczamze kazdy napotkać imigrant płeć męski muzułmanin z syriimaroko i inny jeden dziób w północny afryce dostać od ja wpierw koktajl molotowa mieć juz przygotować,1
dobrze żeby nie pęknąć jeszcze zostać w ten sposób męczennik za sprawa,1
trza być krytykować jak być tusk klęcznik merkel wiadomo teraz w europ rządzić niemiec i jeżeli ktoś nie słuch ato dostać po łapki wsadz sobie ten debata zająć nielepiej swój babochłop bo jeżeli napadać on musić to być niedobrze pani premiera prosić wnieść pod debata w brukseli kwestia bezpieczeństwo kobieta w niemczech,1
cały polski z wy się śmiać komuch i polski złodziej kto nie skakać ten,1
człowiek czy wy łowiec mieć w krew buta i arogancja większość ogromny polak chcieć słuszny zmiana który w tak trudny atmosfera wprowadzać rząd nie przyjść ty do głowa że to ty i ty podobny na szczęście w wielki mniejszość nie mieć racja,1
pewnie pierwszy raz cyc u kobieta zobaczyć bo gdyby krowa nosić biustonosz to nawet taki by nie widzieć,1
nie pis tylko po czyli jak w ten ruski kawał nie w moskwie tylko w charkowie nie samochód a rower i nie dawać ale kraść i co teraz powiedzieć schulz daleko będziesz bronić europejski wartość w rp być twardy tylko naprawa oczko na lewy patrzyć i nie zapomnąć polegać tuska koniecznie,1
szanowny człowiek mózg ty chyba dopalacz wypaliłyzastanów się i nie robić chociaż z siebie bezmózgowiec,1
zajęty krym tam lud głosować ty pismo,1
zero kultura zero maniery smieje sie z swój elektorat z tak latwo bylo nabrac glupich polakow ten stary trep msci sie na polsce i polak bo nienawisci zionąć i to być on jedyny uczucie jaki posiadać na jaki ten wredny pasożyt oszust i klamka stac ale jaki elektorat taki i rzad cielista to mat,1
haha cbos juz sie obawiać chodzić pewnie po kościół pis i wzrost w sondaż w to uwierzyć tylko on sam rydzyk i on hołota,1
ale mieć jad w sobie nie oglądać wy bo to w zły wydanie stacja a ja obcy nie lubie tylko prawdziwy polakow,1
łowiec musić mieść zły suczka skoro sam sobie smarować taki artykuł,1
a pełno brać od tył,1
dobry okreslenie z ten złodziej tak wlasnie być ja tez tak odbierać wales,1
chory antek już działać bez tabletka ten człowiek zastać ukąsić przez wąż nienawisci czyli diabeł może któryś z biskup odprawić egzorcyzm aby wypędzić szatan bo jak nie to będzie kąsać i zarażać,1
islamista to skurwysyn,1
i pln zaliczyć za glupi wpis być ciekawy czy wy lisowski trole chociaz rozumieć co pisać sadzac po wasz wypocina jestescie tak glupi z wierzyć nawet w zamach smolenski,1
pewnie przysiąść sobie hemoroid,1
unia europejski łapa precz od polski obniżenie rating dla polski to zasługa tuska i pieńkowskiej aby pogrążyć pis pieńkowska do gary a tusk do bawienia wnuki,1
rom to ty mieć na imie freeze,1
szczerek to po prosty prymitywny kożuszek ktoremu bedzie brak kasa tuska czy skopać na metro babiniechyba dać dyl do kanada,1
no i to się nazywać sondaż a nie jakiś dawno,1
czytać ten komentarz dochodzić do wniosek że dla polski i polak nie warto o nica się starać ani o nica walczyć brzydzić się wy wy prawomyślny lisowski polacy,1
nadaktywność kundelkówheyterków po pozwolić sobie przypomnieć listonosz do angeli merkel nasz minister sz w bartoszewski a olechowski w cimoszewicz d rpfeld ws wypowiedź j kaczynskiego że wybór angeli merkel nie być przypadkowy ciekawy czy wyżej_wymieniony nie napisaliby taki donos gdyby kaczynski napisać że wybór być przypadkowy czyli nie chodzić o to co kaczynski powiedzieć szczyt wazeliniarstwo w przypadek profesor bartoszewskiego nie dziwić a dzisiaj salon iii rp oraz wyżej_wymieniony no nie wszystek mówić że brud należeć prać w dom a wspomnieć listonosz to niby mieć być reklama polski pozwolić że w ten miejsce przypomnieć przypadek agent olina urzędować premiera j oleksy oskarżyć przez minister prezydent włos a milczanowskiego właśnie bawić na czoło delegacja rządowy w brukseli wszyscy starać się unikać z on kontakt to dla leming i lewak być reklama polski,1
pipe leming woda z mózg wy zrobić,1
i bardzo obrzeże być wreszcie taki ustawa złodziej kłamca poławiacz wreszcie będą pod kontrola lud normalny będą spać spokojnie,1
czy naprawde przez tyle rok polacy być zmusić patrzec na ten śmieszny karło,1
super w euro zarabiać i inwestować w polsce kochać wy pisk wiedzieć z i tak nie dojść koniec łamać a przynajmniej chata szybko skończyć euro za złoty prosić wy pismo i przepraszać z głosowałem na petru bo on by tak euro nie wyczarować,1
śmiech bez powód być dowód zaburzenie psychiczny,1
on piękny mały nica z duży nosema i gruby noga,1
ja myślić że przyczyna być bardzo prozaiczny po prosty dziadek walnąć pierdziocha,1
sam głupiutki i durny człowieczek z malutki rozum o jeszcze mały fm,1
rok pierzenia w fotel to widać po ten gem jak arbuz,1
chcialabym zobaczyc ten tylek po ten jezdnia byloby do smiechu,1
pewnie przeczytać mail od pierdu z prośba o jakiś ciepły gacie bo on się parówka i torba w lodówka z zimno kurczyć i na zdjęcie w bikini niekorzystnie pierdu wyglądać,1
kto na zachód uwierzyć karierowicz z pis ktorzy bez zadnej żenada klamia w zywe oko to tak samo jak zdradzać maz gdy zdjecia pokazuja on nagiego w miłosny ucisk z obcy kobieta zapewniać o wiernosci i oczekiwać by on uwierzyć taki publiczny pracować pis poza granica kraj budzić niesmak i calkowity brak wiara w usłyszeć slowa,1
drex oglądać tv trwać tam puszczać filmik propagandowy przeplatać modlitwa a w między czas sączyć nienawiść do wszystek inaczej myślić hipnotyzować człowiek ten mieszanka,1
pseudointelektualny bełkot filozof z wirtualny polski pomieszanie pojęcie i wysilenie się na zgrabny literacki zdanie należeć zapamiętać ten bełkot to że elita oderwać się od społeczeństwo to wiadomo po obserwacja hołota zarówno z pis jak i z po zepsucie kadra po i brak kadra w pisie stado sięganie po dziwaczny osobowość w rodzaj ziobry czy facet z opus dei niejakiego gowina dziad ród z dawny epoka kaczynski żaden prace naukowy powinien odejść podobnie jak ładnie mówić donald czas na nowy pokolenie swój droga sprawdzić jaki to szkoła skończyć cejrowski,1
dobrze że nie pęknąć narobić smród,1
lewicka to wyjątkowo nie profesjonalny dziennikarka obiektywny obłudny i bezczelny oby już nie wrócić do polski telewizja czy radio,1
rudy zdrajca,1
zliński na śmietnik,1
czy ten błazen mieć za grosz wstyd,1
wiele członek polski rząd uważać on za wielki wróg państwo i ja też,1
pani cejrowski najwieksza wada polakow być lekceważenie wlasnych doswiadczen i nie wyciąganie z on wnioskow na przyszlosc pan do ten grupa nalezy dobrze pamietam rzady pis z rok i nie wiara w to z obecny rzady moga wygladac inaczej jaroslaw kaczynski mielić niebywale szansa pokazac z być zupelnie inny czlowiekiem od ten zacofany zaściankowy ksenofobiczny intrygujący wiecznie insynuujacego oraz zaufać w sobie jaroslawa kaczynskiego jaki funkcjonować w swiadomosci znaczny czesci spoleczenstwa nie dosc z to nie zrobil to jeszcze ten obraza utwierdzić to z wraz z ziobro i kaminski nie odpowiadal przed tk za dzialania zgodny z prawo zawdziecza donaldi tuskowi z ktorego robil morderca swój brat i pozwalal na wyjatkowo ohydny szkalowanie on przez tak podły człowiek z swój najblizszego otoczenie jak j kurski hofman i wiele inny dla ja j kaczynski to czlowiek niegodny to aby przyzwoity lud zadawać sie z on w jakikolwiek forma,1
jak taki człowiek jak tusk mówić że być polak być niemiec z dziad pradziad i to się nie zmienić niech on dobrze do polski nie wracać bo on polacy na taczka wywieźć do niemiec to dzięki on rząd polski wpaść w taki dług to w on rząd być tyle aferbędzie dobrze jak on nie mówić że być polak bo polacy mieć już dość wstyd przez on rząd i on,1
woleć zobaczyć mina ten pan właśnie na to jeż,1
po co poznać wyznawca pis wciąż ten sam pusty frazes pisać jak nakręcić kultura wypowiedź na żenujący poziom obrzucanie wszystek dookoła błoto za to prezes kurski będzie bardzo obiektywny wyjść w koniec z ten piaskownica bo sam sobie krzywda zrobić dzieciak,1
japan polski faszystow japan,1
dostać coś ogłupiający oby tak daleko,1
prezes zobaczyć jak pieńkowska ciągnąć zbiorowo znaczący parlamentarzysta w ue żeby więcej krytykować pis i ten rząd bo jakoś przyciągnąć,1
po trzy miesiacach rządzenia chcieć spelnienia wszystek obietnica stary dureń,1
islam to nie religia ale to jak chory moze byc spoleczenstwo kierować slepa wiara mozna zaobserwować u wyznawcow pis przyznawać glosowanie na po on być dobry alternatywa ale zamiłowanie do pisu to pierwszy oznaka klopotow z zdrowie psychiczny,1
jds zapytać o zdrowiecos nie to troll naginać zasada,1
warszawa być tak zapaskudzić żydobolszewią tam nie mieć polski myślenie że stolica należeć przenieść w inny miejscetylko w jaki,1
dlaczego do smoleński nie lecieć wielki samolot problem dziś byśmy nie mieć to i miejsce dla braciszek i duduk się znaleźć,1
alez wysypać sie ten islamski hejtujacego bydla ble,1
pewny ogier powiedzieć kons że mieć wielki zbój niż on kons to rozbawić i nie uwierzyć,1
trzeba sprawic by ten religia i on wyznawca zniknąć z historia i mapa swiata być jedyny opcja,1
to właśnie tam działać katarzyna który polski sługus frau merkel zwać dla niepoznaki po dal na działalność bandycki milion euro wielbiciel szambo polski być dumny,1
i super jeden jędza mniej,1
to człowiek tylko w połów i to ten zły,1
w litera to ty mieć wacka proboszcz a potem do paszcza i grand finał,1
śmiać się z swój własny głupota i z głupota suweren,1
szkoda z nie pęknąć,1
kłamliwy firemek,1
do pozbawić mózgówjesteście śmieszny i żałobny,1
ten złóg gomułkowska ziewać,1
pytać się gdzie być łuska bo ani słowo nie odzywać się na bezczelny słowo niemcow pytać się gdzie on być do godzina a jak widzieć bienkowska to ja się nóż w kieszeń rozkładać,1
mleko i miód płynąć kraj za czas po ty człowiek być upośledzić lub bardzo zły juz dzienie po wybór krzyczeć że prezydent i rząd nie spełniać obietnica mieć na to rok,1
wy kwy zpo też być lud konfident,1
dolaczyla do sitwa ktora manipulować lemingamijuz dawno powinni wy wyrzucic,1
zbierać ja sie na wymiot jak patrze na ten gnom,1
jak to zrobić tatarzy notabene nawoływać do to przez cały miesiąc nie różnić się nic od cuszimski hołota w paryżanin ściągać jako uchodźca popapraniec do polskimamy swój od stulecie wierny rzeczpospolita,1
i tu się mylić gdyby doprowadzić antyżydowski krucjata do koniec nie byłoby grupa bilderberg bnai brith i_tym_podobne ergo nie mieć kto finansować ten lubelski hołota bo chyba nie sądzić że mieć pieniądz na podróż z sprzedaż koza,1
a ten ciągły głupawy uśmieszek schetyny co oznaczać,1
sekta postkomunistyczny to dna,1
ruda zawsze będzie fałszywy sprzedać polskę za stanowisko,1
w koniec rudy kapuś za darmo nie dostać stołek,1
pospolity opluwanie kwiczoł bo mówić prawde,1
moze byl nazwać po co poznać głupi po smiechu on,1
akurat dyzmy to być wałęsać smok,1
krzyż na droga o przepraszać gwiazda dawida,1
gonić się dzyndzlu do torunia,1
to patologia,1
ten sondaż to wróżenie z fus prawda być taki że pis w ten chwila móc mieść nawet poparcie a partia cygana petru nowoczesny jak mieć około to i tak cud tak więc przestać się ośmieszać bo naród coraz bardzo się jednoczyć i coraz więcej osoba stawać za pisem ten przewrót w polsce już nikt nie zatrzymać bo to oczekiwać naród za wyjątek zdrajca sprzedawca złodziej i otumanić jasny,1
brawo pani dominiko bez dobry dziennikarz robić o gram l a dzień a l n o syn c typis bedzie tylko budynek pelnymi jad nienawisci i kaczy smród telewidz pojda za wy gdziekolwiek znaleźć przystan pusszczujnia obojetnie jak sie nazywać być tylko tandetny pisszczujnia i nica to nie zmienić bojkotować typis,1
być być i e ć rencista,1
ten gudzowaty baba to gendrzerka feministka humanistka ćwierć inteligentny smród szatan aseksualna aorgazmowa z wieczny dyskomfort w gać zimno wściec zło chyba wibrator mieć uszkodzić szczawa i mirabelka,1
a kaczynski cudo uniknal smierci buahahaha jasinski i piotrowicz to być tajny wspolpracownicy solidarnosci bahasa koło robić sie coraz ciekawie coraz śmiesznie w ten kraj czemu nie moze byc normalnie heh,1
dlaczego nie pisać to jak bando tuska zwalniać dziennikarz kwik kwik kwik oddać my koryto,1
napisać chyba jedyny wykastrować przez tuska intelektualnie,1
popier lisowski golebie jarka mieć nadzieja z szybko ten rok splonal bo nowy wladza rozliczyć wy sam otworzyliscie furtka nie bedzie dla wy litosc jak sam to robić zamieć prawo i etyka ludzki a too sie spotkać adekwatny odpowiedzia,1
ja mieć nadzieja że w koniec znaleźć się patriota i skończyć z to kresowy gebelsowskim raz na zawsze,1
volksdeutsch,1
pospolity rozwolnienie mieć ciąg daleki popłoch,1
fest pachnąć głupi pało być wok jaki mało,1
co za skóra taki glupoty pisza a niech wy policzek szlaga trafić,1
ty pełno rozwalić łepetyna skoro tak myślić ubek,1
nie chcieć islamista zagłosować na on to on podstawić duda i szydło i dorwać się do władza a teraz śmiać się z to jak on w wał zrobić ale do on i tak nica nie docierać zbyt tępi być,1
o bóg znów bąk ja uciec,1
wyświetlić sobie jak zapinać kot pod ogon,1
lizanie by on rowa,1
on różowo czerwony idol za taki wywiad w obcy medium z pierde by on nie wypuścić a i sam intuicyjnie by wiedzieć co i gdzie mówić i robić,1
a ten baran powinien zwolnić płacić pensja do emerytura,1
szacunek dla on rydzyk i dyktatura przejąć wszystko w tv,1
kwik ostatni świn odciąć od koryto bezcenny,1
kapuś i zdrajca koniec temat persona nony grat,1
ty być niedorajda,1
coś się pojednać pisarz i inny nacja taki wystawiać o sobie opinia że strachjesteście tylko marionetka ten co w dany moment przy koryciepowodzenia smutny naród,1
słuszny sprawa a kontrabanda pis działać w dobry komuna bis i on dorosły dziecko kaczynskiego powrócić do rok młodość z komuna w tło ale pluć świnia w oko to powiedzieć z deszcz padać,1
oto wróg polski i polak widać prawda być o on ojciec won z polski tusk z rodzina,1
wydać wszyscy będzie spokój,1
ten dziewczyna wypowiadać się na pewno robić lód księża i gramocie się na potęga a przed kamera to święto deblowy,1
tusk to zdrajca dobrze niech siedzieć cicho słuchanie merkel na dobry on nie wyjść no chyba że nigdy on na polsce nie zależeć,1
baran nie czytać twój wypocina tylko ty napisać że nie dać się naprawić wszystko w ciąg miesiąc co zniszczyliście przez rok i tyle,1
nie rozwinąć tak mieć że czas ryczeć z byle co,1
a co to kto obchodzić codziennie setka człowiek traca praca i cisza a teraz jak ten celebrytow wypieprzaja to wielki lament smiechu wart gdyby uczciwie wykonywać swój praca to nikt by on nie wywolala z woleć lizac dupsko tuskowi pozniej kopacz na bulu konczac to niech teraz ida do on po robote,1
czlowieku opisywać sam pierdoła to juz bylo wiadomo przed wybór,1
odpowiedź na poziom typowy wyborca pisu,1
cały polski spiewa z my wypierdalać z lodowiec,1
